userId,venueId,latitude,longitude,utcTimestamp,G,T,C,venueCategoryId
0,1566,35.62986668,139.79426619999998,1356849575.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1356836476.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1344573767.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1356728208.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1336253781.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1356900288.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,1566,35.62986668,139.79426619999998,1356686969.0,34.226816698392845,0.02303998580247496,0.6812293771990156,301
0,4615,35.699527,139.770389,1355482083.0,1167.6117108990445,0.030618422505241574,0.5502758404304361,149
0,4615,35.699527,139.770389,1354932307.0,1167.6117108990445,0.030618422505241574,0.5502758404304361,149
0,4276,35.69964037,139.7705468,1355482036.0,1174.645912550341,0.00894063528923298,0.4204392854769285,302
0,4276,35.69964037,139.7705468,1354926408.0,1174.645912550341,0.00894063528923298,0.4204392854769285,302
0,425,35.69901542,139.77462169999998,1351338621.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,425,35.69901542,139.77462169999998,1333876893.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,425,35.69901542,139.77462169999998,1351336748.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,425,35.69901542,139.77462169999998,1341643189.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,425,35.69901542,139.77462169999998,1341720040.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,425,35.69901542,139.77462169999998,1341647791.0,1153.2547739040665,0.019150197343901568,0.6959633601407362,65
0,1761,35.70104548,139.7718,1341721461.0,1200.137477961133,0.0007059151567845468,0.6959633601407362,65
0,848,35.6983271,139.7716284,1351337983.0,1202.7266545480145,0.001667711689324073,0.4204392854769285,294
